timestamp,symbol,action,price,quantity,sl,tp,trailing_stop,strategy,regime,cash_before,cash_after,position_before,position_after,notes
2025-08-29T21:44:27.293473+00:00,AAPL,enter_long,300.96,82,298.74321428571426,303.9157142857143,,SMAStrategy,normal,,,,,
2025-08-29T21:44:30.127211+00:00,AAPL,enter_short,303.25,82,305.33714285714285,300.46714285714285,,SMAStrategy,normal,,,,,
2025-08-29T21:44:30.139187+00:00,MSFT,enter_long,336.75,74,332.8328571428571,342.6257142857143,,SMAStrategy,high_volatility,,,,,
2025-08-29T21:44:30.228931+00:00,AAPL,enter_short,303.78,82,305.83821428571423,301.0357142857143,,SMAStrategy,normal,,,,,
2025-08-29T21:44:30.239919+00:00,MSFT,enter_long,336.01,74,331.9271428571428,342.13428571428574,,SMAStrategy,high_volatility,,,,,
2025-08-29T21:44:30.330125+00:00,AAPL,enter_short,303.04,82,305.1014285714286,300.2914285714286,,SMAStrategy,normal,,,,,
2025-08-29T21:44:30.340259+00:00,MSFT,enter_long,336.13,74,332.1085714285714,342.16214285714284,,SMAStrategy,high_volatility,,,,,
2025-08-29T21:44:30.843708+00:00,MSFT,enter_short,335.78,74,339.20142857142855,330.6478571428571,,SMAStrategy,high_volatility,,,,,
2025-08-29T21:44:30.940407+00:00,MSFT,enter_short,336.02,74,339.2857142857143,331.12142857142857,,SMAStrategy,high_volatility,,,,,
2025-08-29T21:44:31.035579+00:00,AAPL,enter_long,305.33,81,303.4325,307.85999999999996,,SMAStrategy,normal,,,,,
2025-08-29T21:44:31.041097+00:00,MSFT,enter_short,336.97,74,340.4,331.82500000000005,,SMAStrategy,high_volatility,,,,,
2025-08-29T21:44:31.138537+00:00,AAPL,enter_long,304.3,82,302.3607142857143,306.8857142857143,,SMAStrategy,normal,,,,,
2025-08-29T21:44:31.249573+00:00,AAPL,enter_long,304.02,82,301.8567857142857,306.9042857142857,,SMAStrategy,normal,,,,,
2025-08-29T21:54:19.076740+00:00,MSFT,enter_long,258.74,96,257.98,259.88,,SMAStrategy,low_volatility,,,,,
2025-08-29T21:54:19.178526+00:00,MSFT,enter_long,258.52,96,257.7285714285714,259.70714285714286,,SMAStrategy,low_volatility,,,,,
